자료명,저자,출판사,출판년도,소장처
세상의 이치,프랑코 모레티 [지음] ; 성은애 [옮김],문학동네,2005,자료실
인디언,찰스 만 [지음] ; 전지나 [옮김],오래된미래,2005,자료실
(과학자들은 싫어할)오류와 우연의 과학사,페터 크뢰닝 [지음] ; 이동준 [옮김],이마고,2005,자료실
현대일본의 역사,앤드루 고든 [지음] ; 김우영 [옮김],이산,2005,자료실
가르왈 히말라야. 2,임현담 [글·사진],종이거울,2005,자료실
가르왈 히말라야. 1,임현담 [글·사진],종이거울,2005,자료실
"(공부가 즐거워지는 습관,)아침독서 10분",남미영,북21,2005,자료실
한국의 고궁,신영훈 [지음] ; 김대벽 [사진],한옥문화,2005,자료실
고전에서 발견한 삶의 지혜,이택용,박영률,2005,자료실
(나의)이솝우화,홍사중,이다미디어,2005,자료실
(역사를 창조한)천재들의 불화사건,이덕희,동아시아,2005,자료실
그림 속 여인처럼 살고 싶을 때,이주헌,예담,2005,2층 자료실
시간을 찾아서,최덕근,서울대학교출판부,2004,자료실
(조선이 일본에 전해준)하이테크 이야기,손제하 [지음] ; 하일식 [옮김],일빛,2005,자료실
(어느 미술사가의 낭만적인)유럽문화 기행,정석범,루비박스,2005,자료실
십자군,토머스 F. 매든 [지음] ; 권영주 [옮김],루비박스,2005,자료실
내가 좋아하는 클래식 음반,이영진...[등저],다빈치기프트,2005,자료실
노신전집. 4: 서간문.평론,노신 [지음] ; 노신문학회 [편역],여강,2004,자료실
노신선집. 3: 사회.문화평론 Ⅱ,노신 [지음] ; 노신문학회 [편역],여강,2004,자료실
노신선집. 2: 사회.문화평론 Ⅰ,노신 [지음] ; 노신문학회 [편역],여강,2004,자료실
노신선집. 1: 소설.수필,노신 [지음] ; 노신문학회 [편역],여강,2003,자료실
"체호프 희곡 전집 Ⅲ. 3: 숲의 정령, 바냐 아저씨, 벚나무 동산",체호프 [지음] ; 이주영 [옮김],연극과인간,2004,자료실
"체호프 희곡 전집. 2: 이바노프, 갈매기, 세 자매",체호프 [지음] ; 이주영 [옮김],연극과인간,2004,자료실
(살아있는 112가지의 원소에 얽힌)재미있는 화학상식,오미야 노부미쓰 [지음] ; 오근영 [옮김],맑은창,2004,자료실
(알고보면 알수록 불가사의한)물의 세계,요네야마 마사노부 [지음] ; 홍성민 [옮김],이지북,2002,자료실
자기를 속이지 말라,정찬주,열림원,2005,자료실
조선유학과 서양과학의 만남,박성순,고즈윈,2005,자료실
조선 왕실의 자녀 교육법,신명호,시공사,2005,자료실
(교과서에서 절대 가르치지 않는)세계사,이규조,일빛,2005,자료실
(아름다운 우리)새,이종렬 [글·사진],인디북,2005,자료실
콜럼버스 항해록,크리스토퍼 콜럼버스 [지음] ; 이종훈 [옮김],서해문집,2004,자료실
카스테라,박민규,문학동네,2005,자료실
히말라야와 정글의 빗소리.  ,최동호,작가,2005,자료실
"진실, 광장에 서다",김정남,창비,2005,자료실
애덤 스미스의 학문과 사상,김광수,해남,2005,자료실
세계의 미술관,비토리오 마냐고 람푸냐니 ; 안겔리 작스 [엮음] ; 양효실 ; 최도빈 [공]옮김,한길사,2005,자료실
극문학이란 무엇인가,이재명,평민사,2004,자료실
고래,천명관,문학동네,2005,자료실
나비에 사로잡히다,샤먼 앱트 러셀 [지음] ; 이창신 [옮김],대한교과서,2005,자료실
공의 경계 上. 1,나스 기노코 [지음] ; 권남희 [옮김],학산문화사,2005,자료실
(여기는 베트남)껌Co'm은 밥이다,진유정 [글.사진],성하,2005,자료실
요코 이야기,요코 가와시마 ?m킨스 [지음] ; 윤현주 [옮김],문학동네,2005,자료실
칸트와 오리너구리,움베르토 에코 [지음] ; 박여성 [옮김],열린책들,2005,자료실
(안영배 교수의)인도 건축 기행,안영배,다른세상,2005,자료실
"울고싶지? 그래, 울고싶다",신정일 [엮음],김영사,2005,자료실
다양성,피터 우드 [지음] ; 김진석 [옮김],해바라기,2005,자료실
문심조룡,김민나,살림,2005,자료실
(고고학자 조유전의)한국사 미스터리,조유전 ; 이기환 [공저],황금부엉이,2004,자료실
(불교 최초의 경전)숫타니 파타,법정 [옮김],이레,1999,2층 자료실
(유우익의 국토기행)장소의 의미. 2,유우익,삶과꿈,2004,자료실
(유우익의 국토기행)장소의 의미 Ⅰ. 1,유우익,삶과꿈,2004,자료실
장미도둑,아사다 지로 [지음] ; 양윤옥 [옮김],문학동네,2002,자료실
시 읽기의 방법,유종호,삶과꿈,2005,자료실
우리들의 행복한 시간,공지영,푸른숲,2005,자료실
인간의 조건,앙드레 말로 [지음] ; 김붕구 [옮김],지식공작소,2005,자료실
(전상국 소설집)온 생애의 한순간,전상국,문학과지성사,2005,자료실
사랑하라 한번도 상처받지 않은 것처럼,류시화 [엮음],오래된미래,2005,자료실
어머님이 들려주시던 노래,성석제,창비,2005,자료실
한국어가 있다. 2,중앙일보 어문연구소 '우리말 바루기'팀 [지음],커뮤니케이션북스,2005,자료실
한국어가 있다. 1,중앙일보 어문연구소 '우리말 바루기'팀 [지음],커뮤니케이션북스,2005,자료실
이스탄불에서 수학을 배우자,나카다 노리오 [지음] ; 황소연 [옮김],이지북,2001,자료실
(알고 보면 신기한)열의 정체,요네야마 마사노부 [지음] ; 전현경 [옮김],이지북,2002,자료실
(재미있는)영재들의 수학퍼즐. 2,박부성,자음과 모음,2005,자료실
(재미있는)영재들의 수학퍼즐. 1,박부성,자음과 모음,2005,자료실
수학을 다시 시작하는 책,미야구치 유우지 [지음] ; 김상윤 [옮김],자음과 모음,2001,자료실
(고교생을 위한)화학 용어사전,서인호 [엮음],신원문화사,2005,자료실
(조양욱)日本을 묻는다,조양욱,아침바다,2005,자료실
어떻게 원자를 쪼갤까?,헤이즐 리처드슨 [지음] ; 김희준 [옮김],사이언스북스,2005,자료실
(알고 보면 간단한)화학반응,요네야마 마사노부 [지음] ; 우제열 [옮김],이지북,2002,자료실
숲에 사는 즐거움,베른트 하인리히 [지음] ; 김원중 ; 안소연 [공]옮김,사이언스북스,2005,자료실
티벳불교의 향기,최로덴,대숲바람,2005,자료실
소심해도 괜찮아,혼다 신이치 [지음] ; 김지효 [옮김],명진출판,2005,자료실
헤로도토스 歷史. 하. 2,헤로도토스 [지음] ; 박광순 [옮김],범우사,2002,자료실
(헤로도토스)歷史. 상. 1,헤로도토스 [지음] ; 박광순 [옮김],범우사,2003,자료실
한라산,강정효,돌베개,2003,자료실
한·중·일 3국의 8·15 기억,아시아평화와 역사교육연대 [편],역사비평사,2005,자료실
"니체의 위험한 책, 차라투스트라는 이렇게 말했다",고병권,그린비,2005,2층 자료실
(박시백의)조선왕조실록. 5: 단종.세조실록-반역은 또 다른 반역을 낳고,박시백,휴머니스트,2005,자료실
(박시백의)조선왕조실록. 4: 세종.문종실록-황금시대를 열다,박시백,휴머니스트,2005,자료실
(박시백의)조선왕조실록. 3: 태종실록-왕권을 세우다,박시백,휴머니스트,2005,자료실
(박시백의)조선왕조실록. 2: 태조.정종실록-정도전의 개혁과 왕자의 난,박시백,휴머니스트,2005,자료실
(박시백의)조선왕조실록. 1: 개국-새로운 세상을 꿈꾸다,박시백,휴머니스트,2005,자료실
문학과 예술의 사회사. 4: 자연주의와 인상주의.영화의시대,아르놀트 하우저 [지음] ; 백낙청 ; 염무웅 [공]옮김,창작과비평사,2005,자료실
문학과 예술의 사회사. 3: 로꼬꼬.고전주의.낭만주의,아르놀트 하우저 [지음] ; 염무웅 ; 반성완 [옮김],창작과비평사,2004,자료실
인류 진화의 역사,로빈 매키 [지음] ; 이충호[옮김],다림,2005,자료실
주제가 있는 사회교실,전국사회교사모임 대안사회분과,돌베개,2004,자료실
캘커타의 마더 데레사,김경상,눈빛,2005,자료실
(등소평과)21세기 중국의 전략,샨시우파 ; 왕시아오훼이 [공저] ; 손상하 [옮김],유스북,2005,자료실
예술 영화 읽기,이선형,東文選,2005,자료실
(한 권으로 읽는)청소년 서양미술사,박우찬,이룸,2005,2층 자료실
로마인 이야기. 13: 최후의 노력,시오노나나미 [지음] ; 김석희 [옮김],한길사,2005,자료실
로봇축구공학,김종환...[등저],KAIST,2002,자료실
(아주 특별한)인연,앙브루아즈 볼라르 [지음] ; 이지선 ; 한지희 [공]옮김,아트북스,2005,자료실
정의로운 체제로서의 자본주의,복거일,삼성경제연구소,2005,자료실
유쾌한 철학자들,프레데릭 파제스 [지음] ; 최경란 [옮김],열대림,2005,자료실
(청소년을 위한)명문가 이야기,조용헌,이룸,2005,자료실
(인류학자 송도영의)서울 읽기,송도영,소화,2004,자료실
원숭이는 왜 철학 교사가 될 수 없을까,미셀 옹프레 [지음] ; 이희정 [옮김],모티브북,2005,자료실
오리진,닐 디그래스 타이슨 ; 도널드 골드스미스 [공저] ; 곽영직 [옮김],지호출판사,2005,자료실
(야사로 보는)고려의 역사. 2,최범서,가람기획,2005,자료실
(야사로 보는)고려의 역사. 1,최범서,가람기획,2005,자료실
부의 탄생,윌리엄 번스타인 [지음] ; 김현구 [옮김],시아,2005,자료실
(미국시대의)종말,찰스 쿱찬 [지음] ; 황지현 [옮김],김영사,2005,자료실
존경받는 부자들,이미숙,김영사,2004,자료실
실천이성비판,임마누엘 칸트 [지음] ; 백종현 [옮김],아카넷,2004,자료실
일본 古지도에도 독도 없다,호사카 유지,자음과모음,2005,자료실
이야기가 있는 세계 지도,오기노 요이치 [지음] ; 김경화 [옮김],푸른길,2005,자료실
대중의 문화사,마샬 W. 피쉬윅 [지음] ; 황보종우 [옮김],청아,2005,자료실
교사는 지성인이다,헨리 지루 [지음] ; 이경숙 [옮김],아침이슬,2003,자료실
우리 국토에 새겨진 문화와 역사,한국문화역사지리학회 [지음],논형,2004,자료실
우파니샤드 Ⅱ. 021,이재숙 [옮김],한길사,2005,자료실
우파니샤드 Ⅰ. 020,이재숙 [옮김],한길사,2005,자료실
150년 뮤지컬의 역사,앤드루 램 [지음] ; 정영목 [옮김],풀빛,2004,자료실
미국의 민주주의 Ⅱ. 025,알렉시스 드 토크빌 [지음] ; 임효선 ; 박지동 [공]옮김,한길사,2005,자료실
미국의 민주주의 Ⅰ. 024,알렉시스 드 토크빌 [지음] ; 임효선 ; 박지동 [공]옮김,한길사,2002,자료실
미운오리새끼의 출근,메트 노가드 [지음] ; 안진환 [옮김],생각의 나무,2005,자료실
괴테와 베토벤,로맹 롤랑 [지음] ; 박영구 [옮김],웅진닷컴,2001,자료실
날씨가 역사를 만든다,얀 클라게 [지음] ; 이상기 [옮김],황소자리,2004,자료실
중국역사박물관. 10: 淸,중국사학회 [엮음] ; 강영매 [옮김],범우사,2005,자료실
중국역사박물관. 9: 明,중국사학회 [엮음] ; 강영매 [옮김],범우사,2005,자료실
중국역사박물관. 8: 元,중국사학회 [엮음] ; 강영매 [옮김],범우사,2004,자료실
중국역사박물관. 7: 遼.西夏.金,중국사학회 [엮음] ; 강영매 [옮김],범우사,2004,자료실
중국역사박물관. 6: 五代十國.北宋.南宋,중국사학회 [엮음] ; 강영매 [옮김],범우사,2004,자료실
중국역사박물관. 5: 唐,중국사학회 [엮음] ; 강영매 [옮김],범우사,2004,자료실
중국역사박물관. 4: 西晉.東晉.16국.南北朝.隋,중국사학회 [엮음] ; 강영매 [옮김],범우사,2004,자료실
중국역사박물관. 3: 西漢.東漢.三國時代,중국사학회 [엮음] ; 강영매 [옮김],범우사,2004,자료실
중국역사박물관. 2: 춘추시대.전국시대.秦,중국사학회 [엮음] ; 강영매 [옮김],범우사,2004,자료실
중국역사박물관. 1: 역사 이전.夏.商.西周,중국사학회 [엮음] ; 강영매 [옮김],범우사,2004,자료실
아이아코카,리 아이아코카 ; 윌리엄 노백 [공저] ; 황정연 [옮김],황소자리,2005,자료실
"(나무들의 어머니,)왕가리 마타이",슈테판 에레르트 [지음] ; 김영옥 [옮김],열림원,2005,2층 자료실
간양록,강항 [지음] ; 이을호 [옮김],서해문집,2005,자료실
(사진과 그림으로 보는)한국 현대사,서중석 [지음] ; 역사문제연구소 [기획],웅진지식하우스,2005,자료실
미네르바의 올빼미가 날기 전에 인터넷을 생각한다,마크 포스터 [지음] ; 김승현 ; 이종숙 [공]옮김,이제이북스,2005,자료실
보디 랭귀지,앨런 피즈 ; 바바라 피즈 [지음] ; 서현정 [옮김],베텔스만,2005,자료실
(세계의 절대권력)바티칸 제국,루트비히 링 아이펠 [지음] ; 김수은 [옮김],열대림,2005,자료실
실존주의는 휴머니즘이다,장 폴 사르트르 [지음] ; 방곤 [옮김],문예,1999,자료실
(미술이 좋아지는)5분간 이야기,사먀자키 기요미 [지음] ; 김향미 [옮김],미술공론사,2005,자료실
(과학자들에게 묻고 싶은)인간과 삶에 관한 질문들,존 폴킹혼...[등저] ; 강윤재 [옮김],황금부엉이,2004,자료실
"칭기스칸, 잠든 유럽을 깨우다",잭 웨더포드 [지음] ; 정영목 [옮김],사계절,2005,자료실
니코마코스 倫理學,아리스토텔레스 [著] ; 최명관 [譯註],서광사,2004,자료실
(힐러리 로댐 클린턴)살아있는 역사. 2,힐러리 로댐 클린턴 [지음] ; 김석희 [옮김],웅진닷컴,2003,자료실
(힐러리 로댐 클린턴)살아있는 역사. 1,힐러리 로댐 클린턴 [지음] ; 김석희 [옮김],웅진닷컴,2003,자료실
지도로 보는 한국사,김용만 ; 김준수 [공저],수막새,2005,자료실
"동시성의 과학, 싱크",스티븐 스트로가츠 [지음] ; 조현욱 [옮김],김영사,2005,자료실
겨울 이야기,윌리엄 셰익스피어 [지음] ; 이윤기 ; 이다희 [공]옮김,이끌리오 달궁,2005,자료실
사흘만 볼 수 있다면,헬렌 켈러 [지음] ; 이창식 ; 박에스더 [공]옮김,산해,2005,자료실
"386의 꿈, 그 성찰의 이유",최홍재 [엮음],나남출판,2005,자료실
지식-생명 자연 과학의 모든 것,데틀레프 간텐 ; 토마스 다이히만 ; 틸로 슈팔 [공저] ; 인성기 [옮김],이끌리오,2005,자료실
메가테러리즘과 미국의 세계질서전쟁,구춘권,책세상,2005,자료실
"중국의 부곡, 잊혀진 역사 사라진 인간",신성곤,책세상,2005,자료실
"노랫말의 힘, 추억과 상투성의 변주",김수경,책세상,2005,자료실
"한국을 소비하는 일본-한류, 여성, 드라마",히라타 유키에,책세상,2005,자료실
"종교, 과학에 말을 걸다",김호경,책세상,2005,자료실
"중국 민간 종교 결사, 전통과 현대의 만남",이은자,책세상,2005,자료실
공론화와 정치평론-닫힌 사회에서 광장으로,김대영,책세상,2005,자료실
